Manuscript_number,DOI,funder,name,fundref
jo-2022-02843y,10.1021/acs.joc.2c02843,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02845m,,,,
jo-2022-02846v,,,,
jo-2022-02847z,,,,
jo-2022-02848w,,,,
jo-2022-028496,10.1021/acs.joc.2c02849,grid.420434.5,United States Department of the Navy,
jo-2022-02850m,,,,
jo-2022-02851v,,,,
jo-2022-02852z,,,,
jo-2022-02853w,,,,
jo-2022-028546,,,,
jo-2022-028578,,,,
jo-2022-02858u,10.1021/acs.joc.2c02858,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02858u,10.1021/acs.joc.2c02858,grid.454744.2,Science and Technology Department of Zhejiang Province,
jo-2022-02859s,10.1021/acs.joc.2c02859,grid.457875.c,Directorate for Mathematical & Physical Sciences,
jo-2022-02859s,10.1021/acs.joc.2c02859,grid.431093.c,National Science Foundation,
jo-2022-02859s,10.1021/acs.joc.2c02859,grid.457789.0,Office of Advanced Cyberinfrastructure,100007523
jo-2022-02860r,,,,
jo-2022-02861j,10.1021/acs.joc.2c02861,,,
jo-2022-028628,,,,
jo-2022-02863u,,,,
jo-2022-02865p,10.1021/acs.joc.2c02865,grid.34980.36,Indian Institute of Science Bangalore,100007780
jo-2022-02866e,,,,
jo-2022-02867x,10.1021/acs.joc.2c02867,grid.454775.0,Department of Science and Technology,501100001409
jo-2022-02867x,10.1021/acs.joc.2c02867,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-02868c,10.1021/acs.joc.2c02868,grid.410767.3,Ministry of Science and Technology,501100004663
jo-2022-028699,,,,
jo-2022-02870p,10.1021/acs.joc.2c02870,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02871e,,,,
jo-2022-02872x,10.1021/acs.joc.2c02872,grid.418095.1,Czech Academy of Sciences,
jo-2022-02872x,10.1021/acs.joc.2c02872,grid.447931.c,Czech Science Foundation,
jo-2022-02872x,10.1021/acs.joc.2c02872,grid.436103.3,Ministry of Education Youth and Sports,
jo-2022-02873c,10.1021/acs.joc.2c02873,grid.468097.4,Wenzhou Municipal Sci-Tech Bureau,
jo-2022-02873c,10.1021/acs.joc.2c02873,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-028749,,,,
jo-2022-028755,10.1021/acs.joc.2c02875,,,
jo-2022-028767,10.1021/acs.joc.2c02876,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02877a,10.1021/acs.joc.2c02877,grid.457875.c,Directorate for Mathematical & Physical Sciences,
jo-2022-02879g,10.1021/acs.joc.2c02879,grid.9227.e,Chinese Academy of Sciences,501100002367
jo-2022-02879g,10.1021/acs.joc.2c02879,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-028805,,,,
jo-2022-028817,,,,
jo-2022-028833,,,,
jo-2022-02884g,,,,
jo-2022-02885k,,,,
jo-2022-02886t,10.1021/acs.joc.2c02886,grid.421091.f,Engineering and Physical Sciences Research Council,
jo-2022-02887f,,,,
jo-2022-02888b,10.1021/acs.joc.2c02888,,,
jo-2022-028892,10.1021/acs.joc.2c02889,grid.280785.0,National Institute of General Medical Sciences,
jo-2022-02891t,,,,
jo-2022-02892f,10.1021/acs.joc.2c02892,grid.454837.9,Ministry of Education and Science,
jo-2022-02893b,,,,
jo-2022-028942,,,,
jo-2022-02895h,,,,
jo-2022-028964,,,,
jo-2022-02897d,,,,
jo-2022-02898n,,,,
jo-2022-02899y,10.1021/acs.joc.2c02899,,,
jo-2022-029029,10.1021/acs.joc.2c02902,grid.4299.6,Austrian Academy of Sciences,
jo-2022-029029,10.1021/acs.joc.2c02902,grid.25111.36,FWF Austrian Science Fund,
jo-2022-029029,10.1021/acs.joc.2c02902,grid.452896.4,European Research Council,
jo-2022-029035,,,,
jo-2022-02905a,10.1021/acs.joc.2c02905,grid.453197.d,Youth Innovation Promotion Association,
jo-2022-02905a,10.1021/acs.joc.2c02905,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-029063,10.1021/acs.joc.2c02906,,,
jo-2022-02907g,,,,
jo-2022-02909t,,,,
jo-2022-02910a,,,,
jo-2022-029113,10.1021/acs.joc.2c02911,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-02912g,,,,
jo-2022-02913k,,,,
jo-2022-02914t,,,,
jo-2022-02915f,10.1021/acs.joc.2c02915,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-02916b,,,,
jo-2022-029172,,,,
jo-2022-02918h,,,,
jo-2022-02920f,,,,
jo-2022-02921b,10.1021/acs.joc.2c02921,grid.417636.1,Indian Institute of Chemical Technology,
jo-2022-02921b,10.1021/acs.joc.2c02921,grid.453018.b,Science and Engineering Research Board,
jo-2022-029222,10.1021/acs.joc.2c02922,grid.457875.c,Directorate for Mathematical & Physical Sciences,
jo-2022-02923h,10.1021/acs.joc.2c02923,,,
jo-2022-029244,,,,
jo-2022-02925d,,,,
jo-2022-02926n,,,,
jo-2022-02927y,,,,
jo-2022-02928q,10.1021/acs.joc.2c02928,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02929m,,,,
jo-2022-02930d,10.1021/acs.joc.2c02930,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-02931n,10.1021/acs.joc.2c02931,grid.451322.3,"Ministry of Economy, Industry and Competitiveness",501100003329
jo-2022-02932y,10.1021/acs.joc.2c02932,grid.433253.0,"Consejería de Empleo, Formación y Trabajo Autónomo",
jo-2022-02932y,10.1021/acs.joc.2c02932,grid.451322.3,"Ministry of Economy, Industry and Competitiveness",501100003329
jo-2022-02932y,10.1021/acs.joc.2c02932,grid.270680.b,European Commission,501100000780
jo-2022-02934m,,,,
jo-2022-02935v,10.1021/acs.joc.2c02935,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02936z,,,,
jo-2022-02937w,10.1021/acs.joc.2c02937,grid.426409.d,Scientific and Technological Research Council of Turkey,
jo-2022-029386,10.1021/acs.joc.2c02938,,,
jo-2022-02939r,10.1021/acs.joc.2c02939,grid.453018.b,Science and Engineering Research Board,
jo-2022-02940v,10.1021/acs.joc.2c02940,,,
jo-2022-02941z,,,,
jo-2022-02942w,,,,
jo-2022-02944r,10.1021/acs.joc.2c02944,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02945j,,,,
jo-2022-029468,,,,
jo-2022-02947u,,,,
jo-2022-02948s,,,,
jo-2022-02949p,10.1021/acs.joc.2c02949,grid.436415.1,National Research Foundation of Korea,501100003725
jo-2022-02950j,,,,
jo-2022-029518,10.1021/acs.joc.2c02951,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02952u,10.1021/acs.joc.2c02952,grid.452896.4,European Research Council,
jo-2022-02952u,10.1021/acs.joc.2c02952,grid.453463.3,Fondazione Cassa di Risparmio di Padova e Rovigo,
jo-2022-02952u,10.1021/acs.joc.2c02952,grid.425707.3,"Ministry of Education, Universities and Research",
jo-2022-02953s,10.1021/acs.joc.2c02953,,,
jo-2022-02954p,,,,
jo-2022-02956x,10.1021/acs.joc.2c02956,grid.410513.2,Pfizer (United States),100004319
jo-2022-029589,,,,
jo-2022-029595,,,,
jo-2022-02960e,,,,
jo-2022-02961x,,,,
jo-2022-02962c,,,,
jo-2022-029639,,,,
jo-2022-029645,10.1021/acs.joc.2c02964,,,
jo-2022-029657,,,,
jo-2022-02966a,10.1021/acs.joc.2c02966,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-029673,10.1021/acs.joc.2c02967,,,
jo-2022-02969k,,,,
jo-2022-029707,,,,
jo-2022-02971a,10.1021/acs.joc.2c02971,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-02971a,10.1021/acs.joc.2c02971,grid.480536.c,Japan Agency for Medical Research and Development,
jo-2022-029723,,,,
jo-2022-02973g,,,,
jo-2022-02975t,,,,
jo-2022-02976f,10.1021/acs.joc.2c02976,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02977b,10.1021/acs.joc.2c02977,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-029782,10.1021/acs.joc.2c02978,grid.457875.c,Directorate for Mathematical & Physical Sciences,
jo-2022-029782,10.1021/acs.joc.2c02978,grid.452990.3,Alexander von Humboldt Foundation,
jo-2022-02979h,,,,
jo-2022-02980t,,,,
jo-2022-02981f,,,,
jo-2022-02982b,,,,
jo-2022-029832,10.1021/acs.joc.2c02983,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02984h,,,,
jo-2022-029854,,,,
jo-2022-02986d,,,,
jo-2022-02987n,10.1021/acs.joc.2c02987,,,
jo-2022-02988y,10.1021/acs.joc.2c02988,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02989q,,,,
jo-2022-029904,,,,
jo-2022-02991d,,,,
jo-2022-02992n,10.1021/acs.joc.2c02992,,,
jo-2022-02993y,10.1021/acs.joc.2c02993,,,
jo-2022-02994q,,,,
jo-2022-02995m,10.1021/acs.joc.2c02995,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02995m,10.1021/acs.joc.2c02995,grid.452908.2,Shanghai Municipal Education Commission,501100003395
jo-2022-02996v,10.1021/acs.joc.2c02996,grid.4444.0,French National Centre for Scientific Research,
jo-2022-02997z,,,,
jo-2022-02998w,,,,
jo-2022-029996,,,,
jo-2022-03000g,10.1021/acs.joc.2c03000,grid.417959.7,Indian Institute of Science Education and Research Pune,
jo-2022-03000g,10.1021/acs.joc.2c03000,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-03000g,10.1021/acs.joc.2c03000,grid.453018.b,Science and Engineering Research Board,
jo-2022-03001k,10.1021/acs.joc.2c03001,,,
jo-2022-03002t,10.1021/acs.joc.2c03002,grid.421091.f,Engineering and Physical Sciences Research Council,
jo-2022-03003f,10.1021/acs.joc.2c03003,,,
jo-2022-03004b,10.1021/acs.joc.2c03004,grid.457799.1,Directorate for STEM Education,
jo-2022-03004b,10.1021/acs.joc.2c03004,grid.280664.e,National Institute of Environmental Health Sciences,
jo-2022-030052,10.1021/acs.joc.2c03005,,,
jo-2022-03006h,,,,
jo-2022-030074,10.1021/acs.joc.2c03007,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-03008d,,,,
jo-2022-03009n,,,,
jo-2022-030102,,,,
jo-2022-03011h,,,,
jo-2022-030124,10.1021/acs.joc.2c03012,,,
jo-2022-03013d,,,,
jo-2022-03014n,,,,
jo-2022-03015y,10.1021/acs.joc.2c03015,,,
jo-2022-03016q,10.1021/acs.joc.2c03016,,,
jo-2022-03017m,10.1021/acs.joc.2c03017,,,
jo-2022-03018v,10.1021/acs.joc.2c03018,grid.452927.f,Science and Technology Commission of Shanghai Municipality,
jo-2022-03018v,10.1021/acs.joc.2c03018,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
jo-2022-03018v,10.1021/acs.joc.2c03018,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-03019z,,,,
jo-2022-03020y,,,,
jo-2022-03021q,,,,
jo-2022-03022m,,,,
jo-2022-03023v,,,,
jo-2022-03024z,,,,
jo-2022-03025w,10.1021/acs.joc.2c03025,grid.447931.c,Czech Science Foundation,
jo-2022-030266,,,,
jo-2022-03027r,,,,
jo-2022-03028j,10.1021/acs.joc.2c03028,,,
jo-2022-030298,,,,
jo-2022-03030w,,,,
jo-2022-030316,10.1021/acs.joc.2c03031,,,
jo-2022-03033j,,,,
jo-2022-030348,10.1021/acs.joc.2c03034,grid.419897.a,Ministry of Education of the People's Republic of China,501100002338
jo-2022-030348,10.1021/acs.joc.2c03034,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-03035u,,,,
jo-2022-03036s,10.1021/acs.joc.2c03036,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-03036s,10.1021/acs.joc.2c03036,grid.454772.7,Education Department of Hunan Province,
jo-2022-03037p,,,,
jo-2022-03038e,,,,
jo-2022-03039x,10.1021/acs.joc.2c03039,grid.457875.c,Directorate for Mathematical & Physical Sciences,
jo-2022-03040u,,,,
jo-2022-03041s,,,,
jo-2022-03042p,,,,
jo-2022-03043e,10.1021/acs.joc.2c03043,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-03044x,10.1021/acs.joc.2c03044,grid.454775.0,Department of Science and Technology,501100001409
jo-2022-03044x,10.1021/acs.joc.2c03044,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-03044x,10.1021/acs.joc.2c03044,grid.453018.b,Science and Engineering Research Board,
jo-2022-03045c,,,,
jo-2022-030469,,,,
jo-2022-030475,,,,
jo-2022-03049a,,,,
jo-2022-03050c,,,,
jo-2022-030525,,,,
jo-2022-030537,10.1021/acs.joc.2c03053,,,
jo-2022-030553,,,,
jo-2022-03056g,,,,
jo-2022-03057k,,,,
jo-2022-03058t,,,,
jo-2022-030603,,,,
jo-2022-03062k,10.1021/acs.joc.2c03062,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-03063t,,,,
jo-2022-03064f,,,,
jo-2022-030662,10.1021/acs.joc.2c03066,,,
jo-2022-03067h,,,,
jo-2022-030684,,,,
jo-2022-03070b,,,,
jo-2022-030712,10.1021/acs.joc.2c03071,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-03072h,,,,
jo-2022-030734,10.1021/acs.joc.2c03073,grid.454867.c,Science and Technology Department of Sichuan Province,
jo-2022-030734,10.1021/acs.joc.2c03073,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-03074d,,,,
jo-2022-03075n,,,,
jo-2022-03076y,,,,
jo-2022-03077q,,,,
jo-2022-03079v,,,,
jo-2022-03080n,,,,
jo-2022-03081y,10.1021/acs.joc.2c03081,,,
jo-2022-03083m,,,,
jo-2022-03084v,10.1021/acs.joc.2c03084,,,
jo-2022-03085z,10.1021/acs.joc.2c03085,,,
jo-2022-03086w,,,,
jo-2022-030876,,,,
jo-2022-03088r,,,,
jo-2022-03089j,,,,
jo-2022-03090z,,,,
jo-2022-03091w,10.1021/acs.joc.2c03091,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-030926,,,,
jo-2022-03093r,,,,
jo-2022-03094j,,,,
jo-2022-030958,,,,
jo-2022-03096u,,,,
jo-2022-03097s,,,,
jo-2022-03098p,,,,
jo-2022-03099e,,,,
jo-2022-03100h,,,,
jo-2022-031014,10.1021/acs.joc.2c03101,,,
jo-2022-03102d,10.1021/acs.joc.2c03102,,,
jo-2022-03103n,,,,
jo-2022-03104y,,,,
jo-2023-00001j,,,,
jo-2023-000028,,,,
jo-2023-00005p,,,,
jo-2023-00006e,,,,
jo-2023-000099,,,,
jo-2023-00010p,,,,
jo-2023-00011e,,,,
jo-2023-00013c,10.1021/acs.joc.3c00013,grid.419082.6,Japan Science and Technology Agency,501100002241
jo-2023-00013c,10.1021/acs.joc.3c00013,grid.54432.34,Japan Society for the Promotion of Science,
jo-2023-000149,,,,
jo-2023-000155,10.1021/acs.joc.3c00015,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2023-000155,10.1021/acs.joc.3c00015,grid.454861.a,Guizhou Provincial Science and Technology Department,
jo-2023-000167,,,,
jo-2023-00017a,10.1021/acs.joc.3c00017,grid.280785.0,National Institute of General Medical Sciences,
jo-2023-000183,,,,
jo-2023-00019g,10.1021/acs.joc.3c00019,,,
jo-2023-000205,,,,
jo-2023-000217,,,,
jo-2023-00022a,,,,
jo-2023-000233,10.1021/acs.joc.3c00023,grid.453316.6,NordForsk,
jo-2023-000233,10.1021/acs.joc.3c00023,grid.15098.35,Academy of Finland,501100002341
jo-2023-00024g,,,,
jo-2023-00025k,,,,
jo-2023-00027f,,,,
jo-2023-00028b,,,,
jo-2023-000292,,,,
jo-2023-00030k,,,,
jo-2023-00031t,,,,
jo-2023-00032f,,,,
jo-2023-00033b,,,,
jo-2023-000342,,,,
jo-2023-00035h,,,,
jo-2023-000364,,,,
jo-2023-00037d,,,,
jo-2023-00038n,,,,
jo-2023-00039y,,,,
jo-2023-00040h,,,,
jo-2023-000414,,,,
jo-2023-00042d,10.1021/acs.joc.3c00042,,,
jo-2023-00043n,,,,
jo-2023-00044y,,,,
jo-2023-00045q,,,,
jo-2023-00046m,,,,
jo-2023-00047v,,,,
jo-2023-00048z,,,,
jo-2023-00049w,,,,
jo-2023-00050q,,,,
jo-2023-00051m,,,,
jo-2023-00052v,10.1021/acs.joc.3c00052,grid.452908.2,Shanghai Municipal Education Commission,501100003395
jo-2023-00052v,10.1021/acs.joc.3c00052,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2023-00053z,,,,
jo-2023-000556,,,,
jo-2023-00056r,,,,
jo-2023-00057j,10.1021/acs.joc.3c00057,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
jo-2023-00057j,10.1021/acs.joc.3c00057,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2023-00059u,10.1021/acs.joc.3c00059,,,
jo-2023-000606,,,,
jo-2023-00061r,,,,
jo-2023-00062j,,,,
jo-2023-000638,,,,
jo-2023-00064u,,,,
jo-2023-00065s,10.1021/acs.joc.3c00065,grid.436415.1,National Research Foundation of Korea,501100003725
jo-2023-00067e,,,,
jo-2023-00068x,,,,
jo-2023-00069c,,,,
jo-2023-00070s,,,,
jo-2023-00071p,,,,
jo-2023-00072e,,,,
jo-2023-00073x,,,,
jo-2023-00074c,,,,
jo-2023-000759,,,,
jo-2023-000765,,,,
jo-2023-000777,,,,
jo-2023-00078a,,,,
jo-2023-000793,,,,
jo-2023-000809,10.1021/acs.joc.3c00080,,,
jo-2023-000815,,,,
jo-2023-000827,,,,
jo-2023-00083a,10.1021/acs.joc.3c00083,grid.421649.c,Royal Society,
jo-2023-00083a,10.1021/acs.joc.3c00083,grid.421091.f,Engineering and Physical Sciences Research Council,
jo-2023-00083a,10.1021/acs.joc.3c00083,grid.418566.8,Pfizer (United Kingdom),
jo-2023-00083a,10.1021/acs.joc.3c00083,grid.410513.2,Pfizer (United States),100004319
jo-2023-00083a,10.1021/acs.joc.3c00083,grid.7445.2,Imperial College London,501100000761
jo-2023-000843,10.1021/acs.joc.3c00084,grid.457875.c,Directorate for Mathematical & Physical Sciences,
jo-2023-000843,10.1021/acs.joc.3c00084,grid.280785.0,National Institute of General Medical Sciences,
jo-2023-00085g,,,,
jo-2023-00086k,,,,
jo-2023-00087t,10.1021/acs.joc.3c00087,,,
jo-2023-00088f,10.1021/acs.joc.3c00088,grid.54432.34,Japan Society for the Promotion of Science,
jo-2023-00088f,10.1021/acs.joc.3c00088,grid.478607.a,Casio Science Promotion Foundation,
jo-2023-00089b,,,,
jo-2023-00090g,10.1021/acs.joc.3c00090,grid.417969.4,Indian Institute of Technology Madras,
jo-2023-00091k,,,,
jo-2023-00092t,,,,
jo-2023-00093f,,,,
jo-2023-00094b,,,,
jo-2023-000952,,,,
jo-2023-000974,,,,
jo-2023-00100e,,,,
jo-2023-00101x,,,,
jo-2023-00102c,,,,
jo-2023-001039,,,,
jo-2023-001057,,,,
jo-2023-00106a,,,,
jo-2023-001073,,,,
jo-2023-00108g,,,,
jo-2023-001107,,,,
jo-2023-00111a,,,,
jo-2023-001123,,,,
jo-2023-00113g,10.1021/acs.joc.3c00113,,,
jo-2023-00114k,,,,
jo-2023-00115t,,,,
jo-2023-00116f,,,,
jo-2023-001182,,,,
jo-2023-00119h,,,,
jo-2023-00121f,,,,
jo-2023-00122b,,,,
jo-2023-001232,10.1021/acs.joc.3c00123,,,
jo-2023-00124h,10.1021/acs.joc.3c00124,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2023-001254,,,,
jo-2023-00126d,,,,
jo-2023-00127n,,,,
jo-2023-00128y,,,,
jo-2023-00129q,10.1021/acs.joc.3c00129,,,
jo-2023-001304,10.1021/acs.joc.3c00130,,,
jo-2023-00131d,,,,
jo-2023-00132n,,,,
jo-2023-00133y,,,,
jo-2023-00134q,,,,
jo-2023-00135m,,,,
jo-2023-00136v,,,,
jo-2023-00137z,,,,
jo-2023-00138w,,,,
jo-2023-001396,,,,
jo-2023-00140m,,,,
jo-2023-00141v,,,,
jo-2023-00142z,,,,
jo-2023-00143w,,,,
jo-2023-001446,10.1021/acs.joc.3c00144,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2023-00145r,,,,
jo-2023-00146j,,,,
jo-2023-00148u,,,,
jo-2023-00149s,,,,
jo-2023-00150r,,,,
jo-2023-00151j,,,,
jo-2023-00153u,,,,
