Manuscript_number,DOI,funder,name,fundref
jo-2022-02414f,10.1021/acs.joc.2c02414,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-02415b,10.1021/acs.joc.2c02415,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02415b,10.1021/acs.joc.2c02415,grid.453034.5,China Postdoctoral Science Foundation,501100002858
jo-2022-02420b,10.1021/acs.joc.2c02420,grid.453025.5,Office of Nuclear Physics,
jo-2022-02420b,10.1021/acs.joc.2c02420,grid.420391.d,United States Department of Defense,100000005
jo-2022-02420b,10.1021/acs.joc.2c02420,grid.48336.3a,National Cancer Institute,100000054
jo-2022-024212,10.1021/acs.joc.2c02421,grid.457875.c,Directorate for Mathematical & Physical Sciences,
jo-2022-024212,10.1021/acs.joc.2c02421,grid.453012.1,Camille and Henry Dreyfus Foundation,
jo-2022-024212,10.1021/acs.joc.2c02421,grid.452988.a,Office of Basic Energy Sciences,
jo-2022-02424d,10.1021/acs.joc.2c02424,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02426y,10.1021/acs.joc.2c02426,grid.453018.b,Science and Engineering Research Board,
jo-2022-02426y,10.1021/acs.joc.2c02426,grid.454775.0,Department of Science and Technology,501100001409
jo-2022-02429v,10.1021/acs.joc.2c02429,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-02431y,10.1021/acs.joc.2c02431,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02434v,10.1021/acs.joc.2c02434,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-024376,10.1021/acs.joc.2c02437,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-024376,10.1021/acs.joc.2c02437,grid.453018.b,Science and Engineering Research Board,
jo-2022-024426,10.1021/acs.joc.2c02442,grid.453197.d,Youth Innovation Promotion Association,
jo-2022-024426,10.1021/acs.joc.2c02442,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-024426,10.1021/acs.joc.2c02442,grid.9227.e,Chinese Academy of Sciences,501100002367
jo-2022-024426,10.1021/acs.joc.2c02442,grid.452927.f,Science and Technology Commission of Shanghai Municipality,
jo-2022-02444j,10.1021/acs.joc.2c02444,grid.424150.6,Deutsche Forschungsgemeinschaft,
jo-2022-02447s,10.1021/acs.joc.2c02447,grid.453117.5,National Research Council of Thailand,
jo-2022-02451u,10.1021/acs.joc.2c02451,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-02451u,10.1021/acs.joc.2c02451,grid.453018.b,Science and Engineering Research Board,
jo-2022-02452s,,,,
jo-2022-02455x,10.1021/acs.joc.2c02455,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-024579,10.1021/acs.joc.2c02457,,,
jo-2022-02460x,10.1021/acs.joc.2c02460,grid.413452.5,Australian Research Council,
jo-2022-02461c,10.1021/acs.joc.2c02461,,,
jo-2022-024635,10.1021/acs.joc.2c02463,grid.453081.b,Fonds de Recherche du Québec – Nature et Technologies,501100003151
jo-2022-024635,10.1021/acs.joc.2c02463,grid.452912.9,Natural Sciences and Engineering Research Council,501100000038
jo-2022-02465a,10.1021/acs.joc.2c02465,grid.453359.d,Verband der Chemischen Industrie,
jo-2022-02465a,10.1021/acs.joc.2c02465,grid.5801.c,ETH Zurich,501100003006
jo-2022-02465a,10.1021/acs.joc.2c02465,grid.452896.4,European Research Council,
jo-2022-024663,10.1021/acs.joc.2c02466,grid.453623.5,Naito Foundation,
jo-2022-02467g,10.1021/acs.joc.2c02467,,,
jo-2022-02470a,10.1021/acs.joc.2c02470,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02470a,10.1021/acs.joc.2c02470,grid.454861.a,Guizhou Provincial Science and Technology Department,
jo-2022-02472g,10.1021/acs.joc.2c02472,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02476b,10.1021/acs.joc.2c02476,grid.4444.0,French National Centre for Scientific Research,
jo-2022-02478h,10.1021/acs.joc.2c02478,grid.447931.c,Czech Science Foundation,
jo-2022-024794,10.1021/acs.joc.2c02479,grid.419897.a,Ministry of Education of the People's Republic of China,501100002338
jo-2022-024794,10.1021/acs.joc.2c02479,grid.454867.c,Science and Technology Department of Sichuan Province,
jo-2022-024794,10.1021/acs.joc.2c02479,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02480f,10.1021/acs.joc.2c02480,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-024844,10.1021/acs.joc.2c02484,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-024844,10.1021/acs.joc.2c02484,grid.454738.9,Chongqing Municipality Education Commission,
jo-2022-02486n,10.1021/acs.joc.2c02486,grid.453018.b,Science and Engineering Research Board,
jo-2022-02487y,10.1021/acs.joc.2c02487,,,
jo-2022-02491n,10.1021/acs.joc.2c02491,grid.425707.3,"Ministry of Education, Universities and Research",
jo-2022-02493q,10.1021/acs.joc.2c02493,grid.5583.b,Atomic Energy and Alternative Energies Commission,
jo-2022-02493q,10.1021/acs.joc.2c02493,grid.452348.c,Institut National des Sciences de l'Univers,
jo-2022-02493q,10.1021/acs.joc.2c02493,grid.4444.0,French National Centre for Scientific Research,
jo-2022-02494m,10.1021/acs.joc.2c02494,grid.452912.9,Natural Sciences and Engineering Research Council,501100000038
jo-2022-02494m,10.1021/acs.joc.2c02494,grid.453081.b,Fonds de Recherche du Québec – Nature et Technologies,501100003151
jo-2022-02497w,10.1021/acs.joc.2c02497,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02500g,10.1021/acs.joc.2c02500,grid.453532.6,Israeli Centers for Research Excellence,
jo-2022-02500g,10.1021/acs.joc.2c02500,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-025052,10.1021/acs.joc.2c02505,grid.453034.5,China Postdoctoral Science Foundation,501100002858
jo-2022-025052,10.1021/acs.joc.2c02505,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-025074,10.1021/acs.joc.2c02507,,,
jo-2022-02509n,10.1021/acs.joc.2c02509,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02515y,10.1021/acs.joc.2c02515,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02515y,10.1021/acs.joc.2c02515,grid.9227.e,Chinese Academy of Sciences,501100002367
jo-2022-02518v,10.1021/acs.joc.2c02518,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02519z,10.1021/acs.joc.2c02519,,,
jo-2022-02520y,10.1021/acs.joc.2c02520,grid.424109.a,Department of Science and Technology,
jo-2022-02520y,10.1021/acs.joc.2c02520,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-02520y,10.1021/acs.joc.2c02520,grid.453034.5,China Postdoctoral Science Foundation,501100002858
jo-2022-02523v,10.1021/acs.joc.2c02523,grid.453341.4,Gobierno de Canarias,
jo-2022-02523v,10.1021/acs.joc.2c02523,grid.483746.a,"Agencia Canaria de Investigación, Innovación y Sociedad de la Información",
jo-2022-02523v,10.1021/acs.joc.2c02523,grid.270680.b,European Commission,501100000780
jo-2022-02523v,10.1021/acs.joc.2c02523,grid.451322.3,"Ministry of Economy, Industry and Competitiveness",501100003329
jo-2022-02524z,10.1021/acs.joc.2c02524,grid.457875.c,Directorate for Mathematical & Physical Sciences,
jo-2022-02527r,10.1021/acs.joc.2c02527,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02527r,10.1021/acs.joc.2c02527,grid.452973.e,Chongqing Science and Technology Commission,
jo-2022-025316,10.1021/acs.joc.2c02531,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-025316,10.1021/acs.joc.2c02531,grid.453034.5,China Postdoctoral Science Foundation,501100002858
jo-2022-025348,10.1021/acs.joc.2c02534,grid.280785.0,National Institute of General Medical Sciences,
jo-2022-02535u,10.1021/acs.joc.2c02535,grid.452912.9,Natural Sciences and Engineering Research Council,501100000038
jo-2022-02535u,10.1021/acs.joc.2c02535,grid.439998.6,Canada Foundation for Innovation,501100000196
jo-2022-02535u,10.1021/acs.joc.2c02535,grid.453081.b,Fonds de Recherche du Québec – Nature et Technologies,501100003151
jo-2022-02535u,10.1021/acs.joc.2c02535,grid.428807.1,Foundation for the National Institutes of Health,
jo-2022-02535u,10.1021/acs.joc.2c02535,grid.451254.3,Government of Canada,
jo-2022-02535u,10.1021/acs.joc.2c02535,grid.453011.2,Canada Research Chairs,
jo-2022-02535u,10.1021/acs.joc.2c02535,grid.280785.0,National Institute of General Medical Sciences,
jo-2022-02537p,10.1021/acs.joc.2c02537,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02543e,10.1021/acs.joc.2c02543,,,
jo-2022-025475,10.1021/acs.joc.2c02547,,,
jo-2022-02549a,10.1021/acs.joc.2c02549,,,
jo-2022-025525,10.1021/acs.joc.2c02552,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-02556g,10.1021/acs.joc.2c02556,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02556g,10.1021/acs.joc.2c02556,grid.419897.a,Ministry of Education of the People's Republic of China,501100002338
jo-2022-02557k,10.1021/acs.joc.2c02557,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02558t,10.1021/acs.joc.2c02558,,,
jo-2022-025603,10.1021/acs.joc.2c02560,grid.22919.31,Fundação para a Ciência e Tecnologia,501100001871
jo-2022-02561g,10.1021/acs.joc.2c02561,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-02563t,10.1021/acs.joc.2c02563,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02564f,10.1021/acs.joc.2c02564,grid.457875.c,Directorate for Mathematical & Physical Sciences,
jo-2022-02570b,10.1021/acs.joc.2c02570,grid.280785.0,National Institute of General Medical Sciences,
jo-2022-025734,10.1021/acs.joc.2c02573,grid.28665.3f,Academia Sinica,
jo-2022-02575n,10.1021/acs.joc.2c02575,grid.480536.c,Japan Agency for Medical Research and Development,
jo-2022-02576y,10.1021/acs.joc.2c02576,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
jo-2022-02576y,10.1021/acs.joc.2c02576,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02579v,10.1021/acs.joc.2c02579,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02582q,10.1021/acs.joc.2c02582,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-02583m,10.1021/acs.joc.2c02583,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02583m,10.1021/acs.joc.2c02583,grid.454861.a,Guizhou Provincial Science and Technology Department,
jo-2022-02584v,10.1021/acs.joc.2c02584,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-02585z,,,,
jo-2022-02588r,,,,
jo-2022-02589j,10.1021/acs.joc.2c02589,grid.270680.b,European Commission,501100000780
jo-2022-02589j,10.1021/acs.joc.2c02589,grid.451322.3,"Ministry of Economy, Industry and Competitiveness",501100003329
jo-2022-02590z,10.1021/acs.joc.2c02590,grid.418270.8,Consejo Nacional de Ciencia y Tecnología,501100003141
jo-2022-02594j,10.1021/acs.joc.2c02594,grid.447931.c,Czech Science Foundation,
jo-2022-025958,10.1021/acs.joc.2c02595,,,
jo-2022-02596u,,,,
jo-2022-02597s,10.1021/acs.joc.2c02597,grid.452941.f,China Scholarship Council,501100004543
jo-2022-02598p,10.1021/acs.joc.2c02598,grid.454869.2,Russian Science Foundation,
jo-2022-02599e,10.1021/acs.joc.2c02599,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-02600h,10.1021/acs.joc.2c02600,grid.454869.2,Russian Science Foundation,
jo-2022-026014,10.1021/acs.joc.2c02601,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-026014,10.1021/acs.joc.2c02601,grid.9227.e,Chinese Academy of Sciences,501100002367
jo-2022-026014,10.1021/acs.joc.2c02601,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
jo-2022-02602d,10.1021/acs.joc.2c02602,grid.436415.1,National Research Foundation of Korea,501100003725
jo-2022-02603n,,,,
jo-2022-02606m,10.1021/acs.joc.2c02606,grid.457875.c,Directorate for Mathematical & Physical Sciences,
jo-2022-02608z,10.1021/acs.joc.2c02608,grid.419082.6,Japan Science and Technology Agency,501100002241
jo-2022-02610q,10.1021/acs.joc.2c02610,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02613z,10.1021/acs.joc.2c02613,,,
jo-2022-02614w,10.1021/acs.joc.2c02614,,,
jo-2022-026188,10.1021/acs.joc.2c02618,grid.454852.a,Ningbo Science and Technology Bureau,
jo-2022-026188,10.1021/acs.joc.2c02618,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-026188,10.1021/acs.joc.2c02618,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
jo-2022-02619u,10.1021/acs.joc.2c02619,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-026238,10.1021/acs.joc.2c02623,grid.4444.0,French National Centre for Scientific Research,
jo-2022-02624u,10.1021/acs.joc.2c02624,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02627e,10.1021/acs.joc.2c02627,grid.452912.9,Natural Sciences and Engineering Research Council,501100000038
jo-2022-02627e,10.1021/acs.joc.2c02627,grid.13606.32,Hydro-Québec,
jo-2022-02627e,10.1021/acs.joc.2c02627,grid.453081.b,Fonds de Recherche du Québec – Nature et Technologies,501100003151
jo-2022-02629c,10.1021/acs.joc.2c02629,grid.185448.4,"Agency for Science, Technology and Research",
jo-2022-02629c,10.1021/acs.joc.2c02629,grid.419681.3,National Institute of Allergy and Infectious Diseases,100000060
jo-2022-02630s,10.1021/acs.joc.2c02630,,,
jo-2022-02632e,10.1021/acs.joc.2c02632,grid.419082.6,Japan Science and Technology Agency,501100002241
jo-2022-02632e,10.1021/acs.joc.2c02632,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-02633x,,,,
jo-2022-02634c,10.1021/acs.joc.2c02634,grid.436415.1,National Research Foundation of Korea,501100003725
jo-2022-026377,10.1021/acs.joc.2c02637,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-026393,10.1021/acs.joc.2c02639,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-026393,10.1021/acs.joc.2c02639,grid.453018.b,Science and Engineering Research Board,
jo-2022-026393,10.1021/acs.joc.2c02639,grid.417969.4,Indian Institute of Technology Madras,
jo-2022-026409,10.1021/acs.joc.2c02640,grid.453018.b,Science and Engineering Research Board,
jo-2022-026415,10.1021/acs.joc.2c02641,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-026427,10.1021/acs.joc.2c02642,grid.452912.9,Natural Sciences and Engineering Research Council,501100000038
jo-2022-02647t,10.1021/acs.joc.2c02647,,,
jo-2022-02648f,10.1021/acs.joc.2c02648,grid.413575.1,Howard Hughes Medical Institute,
jo-2022-02648f,10.1021/acs.joc.2c02648,grid.452988.a,Office of Basic Energy Sciences,
jo-2022-02648f,10.1021/acs.joc.2c02648,grid.280785.0,National Institute of General Medical Sciences,
jo-2022-02648f,10.1021/acs.joc.2c02648,grid.85084.31,United States Department of Energy,100000015
jo-2022-02648f,10.1021/acs.joc.2c02648,grid.419681.3,National Institute of Allergy and Infectious Diseases,100000060
jo-2022-02649b,10.1021/acs.joc.2c02649,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02651k,10.1021/acs.joc.2c02651,grid.413452.5,Australian Research Council,
jo-2022-02651k,10.1021/acs.joc.2c02651,grid.248753.f,Australian Synchrotron,
jo-2022-02653f,10.1021/acs.joc.2c02653,grid.412789.1,University of Sharjah,
jo-2022-02654b,10.1021/acs.joc.2c02654,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-026552,10.1021/acs.joc.2c02655,grid.457875.c,Directorate for Mathematical & Physical Sciences,
jo-2022-026574,10.1021/acs.joc.2c02657,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-026574,10.1021/acs.joc.2c02657,grid.453018.b,Science and Engineering Research Board,
jo-2022-02658d,10.1021/acs.joc.2c02658,,,
jo-2022-026602,10.1021/acs.joc.2c02660,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02661h,,,,
jo-2022-02664n,10.1021/acs.joc.2c02664,,,
jo-2022-02667m,,,,
jo-2022-02668v,10.1021/acs.joc.2c02668,grid.454775.0,Department of Science and Technology,501100001409
jo-2022-02668v,10.1021/acs.joc.2c02668,grid.453018.b,Science and Engineering Research Board,
jo-2022-02669z,10.1021/acs.joc.2c02669,,,
jo-2022-02670y,10.1021/acs.joc.2c02670,,,
jo-2022-02672m,10.1021/acs.joc.2c02672,grid.410767.3,Ministry of Science and Technology,501100004663
jo-2022-02672m,10.1021/acs.joc.2c02672,grid.457785.c,Directorate for Computer & Information Science & Engineering,
jo-2022-02673v,,,,
jo-2022-02674z,10.1021/acs.joc.2c02674,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02675w,10.1021/acs.joc.2c02675,grid.453018.b,Science and Engineering Research Board,
jo-2022-02675w,10.1021/acs.joc.2c02675,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-02675w,10.1021/acs.joc.2c02675,grid.454775.0,Department of Science and Technology,501100001409
jo-2022-026766,10.1021/acs.joc.2c02676,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02677r,10.1021/acs.joc.2c02677,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-026798,10.1021/acs.joc.2c02679,,,
jo-2022-026848,10.1021/acs.joc.2c02684,grid.454837.9,Ministry of Education and Science,
jo-2022-02685u,10.1021/acs.joc.2c02685,grid.436103.3,Ministry of Education Youth and Sports,
jo-2022-02685u,10.1021/acs.joc.2c02685,grid.418095.1,Czech Academy of Sciences,
jo-2022-02686s,,,,
jo-2022-02687p,10.1021/acs.joc.2c02687,grid.48336.3a,National Cancer Institute,100000054
jo-2022-02690u,10.1021/acs.joc.2c02690,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02693e,10.1021/acs.joc.2c02693,grid.439998.6,Canada Foundation for Innovation,501100000196
jo-2022-02693e,10.1021/acs.joc.2c02693,grid.452912.9,Natural Sciences and Engineering Research Council,501100000038
jo-2022-026969,10.1021/acs.joc.2c02696,grid.454775.0,Department of Science and Technology,501100001409
jo-2022-026969,10.1021/acs.joc.2c02696,grid.453018.b,Science and Engineering Research Board,
jo-2022-026975,10.1021/acs.joc.2c02697,grid.9227.e,Chinese Academy of Sciences,501100002367
jo-2022-026975,10.1021/acs.joc.2c02697,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-026987,10.1021/acs.joc.2c02698,grid.452936.f,German Academic Exchange Service,501100001655
jo-2022-02700m,10.1021/acs.joc.2c02700,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02701v,10.1021/acs.joc.2c02701,,,
jo-2022-02702z,10.1021/acs.joc.2c02702,grid.453034.5,China Postdoctoral Science Foundation,501100002858
jo-2022-02702z,10.1021/acs.joc.2c02702,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02703w,10.1021/acs.joc.2c02703,grid.436846.b,National Science Center,501100004281
jo-2022-02703w,10.1021/acs.joc.2c02703,grid.452947.9,Foundation for Polish Science,
jo-2022-027046,10.1021/acs.joc.2c02704,grid.418363.b,Central Drug Research Institute,
jo-2022-027046,10.1021/acs.joc.2c02704,grid.453018.b,Science and Engineering Research Board,
jo-2022-027046,10.1021/acs.joc.2c02704,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-02705r,10.1021/acs.joc.2c02705,grid.457875.c,Directorate for Mathematical & Physical Sciences,
jo-2022-02711j,10.1021/acs.joc.2c02711,grid.436415.1,National Research Foundation of Korea,501100003725
jo-2022-027128,,,,
jo-2022-02713u,,,,
jo-2022-02715p,10.1021/acs.joc.2c02715,grid.454775.0,Department of Science and Technology,501100001409
jo-2022-02715p,10.1021/acs.joc.2c02715,grid.453018.b,Science and Engineering Research Board,
jo-2022-02716e,10.1021/acs.joc.2c02716,grid.4444.0,French National Centre for Scientific Research,
jo-2022-02716e,10.1021/acs.joc.2c02716,grid.453936.e,Institut de France,
jo-2022-02717x,10.1021/acs.joc.2c02717,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-027199,10.1021/acs.joc.2c02719,grid.453018.b,Science and Engineering Research Board,
jo-2022-027199,10.1021/acs.joc.2c02719,grid.454775.0,Department of Science and Technology,501100001409
jo-2022-027199,10.1021/acs.joc.2c02719,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-02722x,10.1021/acs.joc.2c02722,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-027267,10.1021/acs.joc.2c02726,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-02727a,10.1021/acs.joc.2c02727,grid.280785.0,National Institute of General Medical Sciences,
jo-2022-02727a,10.1021/acs.joc.2c02727,grid.457799.1,Directorate for STEM Education,
jo-2022-02727a,10.1021/acs.joc.2c02727,grid.457801.f,Division of Graduate Education,
jo-2022-02729g,10.1021/acs.joc.2c02729,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-027305,10.1021/acs.joc.2c02730,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-027317,10.1021/acs.joc.2c02731,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-02732a,10.1021/acs.joc.2c02732,grid.7597.c,RIKEN,501100006264
jo-2022-02732a,10.1021/acs.joc.2c02732,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-027333,,,,
jo-2022-02737f,10.1021/acs.joc.2c02737,,,
jo-2022-02740k,10.1021/acs.joc.2c02740,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02741t,10.1021/acs.joc.2c02741,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02742f,10.1021/acs.joc.2c02742,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02743b,10.1021/acs.joc.2c02743,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-027464,10.1021/acs.joc.2c02746,grid.457875.c,Directorate for Mathematical & Physical Sciences,
jo-2022-02749y,10.1021/acs.joc.2c02749,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02754y,10.1021/acs.joc.2c02754,grid.436415.1,National Research Foundation of Korea,501100003725
jo-2022-02754y,10.1021/acs.joc.2c02754,grid.452913.8,Ministry of Science and ICT,501100003621
jo-2022-02755q,10.1021/acs.joc.2c02755,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02756m,10.1021/acs.joc.2c02756,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-02756m,10.1021/acs.joc.2c02756,grid.454775.0,Department of Science and Technology,501100001409
jo-2022-02756m,10.1021/acs.joc.2c02756,grid.453018.b,Science and Engineering Research Board,
jo-2022-02757v,10.1021/acs.joc.2c02757,grid.481523.9,Yunnan Provincial Department of Education,
jo-2022-02760q,,,,
jo-2022-02763z,,,,
jo-2022-02767j,10.1021/acs.joc.2c02767,,,
jo-2022-027688,10.1021/acs.joc.2c02768,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-027688,10.1021/acs.joc.2c02768,grid.454775.0,Department of Science and Technology,501100001409
jo-2022-027706,10.1021/acs.joc.2c02770,grid.270680.b,European Commission,501100000780
jo-2022-027706,10.1021/acs.joc.2c02770,grid.451322.3,"Ministry of Economy, Industry and Competitiveness",501100003329
jo-2022-02774u,10.1021/acs.joc.2c02774,,,
jo-2022-02776p,10.1021/acs.joc.2c02776,grid.419082.6,Japan Science and Technology Agency,501100002241
jo-2022-02776p,10.1021/acs.joc.2c02776,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-02777e,10.1021/acs.joc.2c02777,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
jo-2022-02777e,10.1021/acs.joc.2c02777,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02777e,10.1021/acs.joc.2c02777,grid.9227.e,Chinese Academy of Sciences,501100002367
jo-2022-02780s,10.1021/acs.joc.2c02780,grid.454869.2,Russian Science Foundation,
jo-2022-02781p,10.1021/acs.joc.2c02781,grid.54432.34,Japan Society for the Promotion of Science,
jo-2022-02782e,,,,
jo-2022-02784c,,,,
jo-2022-027859,,,,
jo-2022-027865,,,,
jo-2022-027877,,,,
jo-2022-02788a,,,,
jo-2022-027893,,,,
jo-2022-027909,10.1021/acs.joc.2c02790,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-027915,10.1021/acs.joc.2c02791,,,
jo-2022-027927,10.1021/acs.joc.2c02792,grid.417969.4,Indian Institute of Technology Madras,
jo-2022-027943,,,,
jo-2022-02795g,10.1021/acs.joc.2c02795,,,
jo-2022-02796k,10.1021/acs.joc.2c02796,,,
jo-2022-02797t,10.1021/acs.joc.2c02797,grid.436846.b,National Science Center,501100004281
jo-2022-02797t,10.1021/acs.joc.2c02797,grid.425823.a,Ministry of Science and Higher Education,501100004569
jo-2022-02798f,,,,
jo-2022-02799b,10.1021/acs.joc.2c02799,grid.457875.c,Directorate for Mathematical & Physical Sciences,
jo-2022-02800j,10.1021/acs.joc.2c02800,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-028018,,,,
jo-2022-02802u,10.1021/acs.joc.2c02802,grid.410767.3,Ministry of Science and Technology,501100004663
jo-2022-02804p,10.1021/acs.joc.2c02804,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02804p,10.1021/acs.joc.2c02804,grid.453547.4,Jiangsu Provincial Department of Education,501100007166
jo-2022-02805e,,,,
jo-2022-02806x,,,,
jo-2022-02807c,10.1021/acs.joc.2c02807,,,
jo-2022-028089,10.1021/acs.joc.2c02808,grid.436415.1,National Research Foundation of Korea,501100003725
jo-2022-028095,,,,
jo-2022-02811x,10.1021/acs.joc.2c02811,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02812c,,,,
jo-2022-028145,,,,
jo-2022-028157,10.1021/acs.joc.2c02815,grid.453018.b,Science and Engineering Research Board,
jo-2022-028157,10.1021/acs.joc.2c02815,grid.418099.d,Council of Scientific and Industrial Research,
jo-2022-02816a,,,,
jo-2022-028173,10.1021/acs.joc.2c02817,grid.454867.c,Science and Technology Department of Sichuan Province,
jo-2022-028173,10.1021/acs.joc.2c02817,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02818g,10.1021/acs.joc.2c02818,grid.424020.0,Ministry of Science and Technology of the People's Republic of China,501100002855
jo-2022-02818g,10.1021/acs.joc.2c02818,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02818g,10.1021/acs.joc.2c02818,grid.419897.a,Ministry of Education of the People's Republic of China,501100002338
jo-2022-02819k,,,,
jo-2022-028207,,,,
jo-2022-02821a,10.1021/acs.joc.2c02821,grid.419897.a,Ministry of Education of the People's Republic of China,501100002338
jo-2022-02823g,10.1021/acs.joc.2c02823,grid.453018.b,Science and Engineering Research Board,
jo-2022-02824k,,,,
jo-2022-02825t,,,,
jo-2022-02826f,10.1021/acs.joc.2c02826,,,
jo-2022-02827b,10.1021/acs.joc.2c02827,,,
jo-2022-028282,10.1021/acs.joc.2c02828,,,
jo-2022-02830t,,,,
jo-2022-02832b,10.1021/acs.joc.2c02832,grid.436415.1,National Research Foundation of Korea,501100003725
jo-2022-028332,,,,
jo-2022-02834h,,,,
jo-2022-02836d,10.1021/acs.joc.2c02836,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02837n,10.1021/acs.joc.2c02837,grid.419696.5,National Natural Science Foundation of China,501100001809
jo-2022-02837n,10.1021/acs.joc.2c02837,grid.454861.a,Guizhou Provincial Science and Technology Department,
jo-2022-02838y,,,,
jo-2022-02839q,,,,
jo-2022-028404,,,,
jo-2022-02842n,,,,
